index,randomTime0(seconds),randomX0(meters),randomY0(meters),soc0,destX0(meters),destY0(meters),batteryCapacityUser0(kwh),ecrUser0(kwh/km),randomTime1(seconds),randomX1(meters),randomY1(meters),soc1,destX1(meters),destY1(meters),batteryCapacityUser1(kwh),ecrUser1(kwh/km),randomTime2(seconds),randomX2(meters),randomY2(meters),soc2,destX2(meters),destY2(meters),batteryCapacityUser2(kwh),ecrUser2(kwh/km),randomTime3(seconds),randomX3(meters),randomY3(meters),soc3,destX3(meters),destY3(meters),batteryCapacityUser3(kwh),ecrUser3(kwh/km),randomTime4(seconds),randomX4(meters),randomY4(meters),soc4,destX4(meters),destY4(meters),batteryCapacityUser4(kwh),ecrUser4(kwh/km),randomTime5(seconds),randomX5(meters),randomY5(meters),soc5,destX5(meters),destY5(meters),batteryCapacityUser5(kwh),ecrUser5(kwh/km),randomTime6(seconds),randomX6(meters),randomY6(meters),soc6,destX6(meters),destY6(meters),batteryCapacityUser6(kwh),ecrUser6(kwh/km),randomTime7(seconds),randomX7(meters),randomY7(meters),soc7,destX7(meters),destY7(meters),batteryCapacityUser7(kwh),ecrUser7(kwh/km),randomTime8(seconds),randomX8(meters),randomY8(meters),soc8,destX8(meters),destY8(meters),batteryCapacityUser8(kwh),ecrUser8(kwh/km),randomTime9(seconds),randomX9(meters),randomY9(meters),soc9,destX9(meters),destY9(meters),batteryCapacityUser9(kwh),ecrUser9(kwh/km),randomTime10(seconds),randomX10(meters),randomY10(meters),soc10,destX10(meters),destY10(meters),batteryCapacityUser10(kwh),ecrUser10(kwh/km),randomTime11(seconds),randomX11(meters),randomY11(meters),soc11,destX11(meters),destY11(meters),batteryCapacityUser11(kwh),ecrUser11(kwh/km),randomTime12(seconds),randomX12(meters),randomY12(meters),soc12,destX12(meters),destY12(meters),batteryCapacityUser12(kwh),ecrUser12(kwh/km),randomTime13(seconds),randomX13(meters),randomY13(meters),soc13,destX13(meters),destY13(meters),batteryCapacityUser13(kwh),ecrUser13(kwh/km),randomTime14(seconds),randomX14(meters),randomY14(meters),soc14,destX14(meters),destY14(meters),batteryCapacityUser14(kwh),ecrUser14(kwh/km),randomTime15(seconds),randomX15(meters),randomY15(meters),soc15,destX15(meters),destY15(meters),batteryCapacityUser15(kwh),ecrUser15(kwh/km),randomTime16(seconds),randomX16(meters),randomY16(meters),soc16,destX16(meters),destY16(meters),batteryCapacityUser16(kwh),ecrUser16(kwh/km),randomTime17(seconds),randomX17(meters),randomY17(meters),soc17,destX17(meters),destY17(meters),batteryCapacityUser17(kwh),ecrUser17(kwh/km),randomTime18(seconds),randomX18(meters),randomY18(meters),soc18,destX18(meters),destY18(meters),batteryCapacityUser18(kwh),ecrUser18(kwh/km),randomTime19(seconds),randomX19(meters),randomY19(meters),soc19,destX19(meters),destY19(meters),batteryCapacityUser19(kwh),ecrUser19(kwh/km),randomTime20(seconds),randomX20(meters),randomY20(meters),soc20,destX20(meters),destY20(meters),batteryCapacityUser20(kwh),ecrUser20(kwh/km),randomTime21(seconds),randomX21(meters),randomY21(meters),soc21,destX21(meters),destY21(meters),batteryCapacityUser21(kwh),ecrUser21(kwh/km),randomTime22(seconds),randomX22(meters),randomY22(meters),soc22,destX22(meters),destY22(meters),batteryCapacityUser22(kwh),ecrUser22(kwh/km),randomTime23(seconds),randomX23(meters),randomY23(meters),soc23,destX23(meters),destY23(meters),batteryCapacityUser23(kwh),ecrUser23(kwh/km)
86,1832,2356,4952,0.039,3205,8478,27.0,0.18,5469,8921,5617,0.047,7222,1497,22.0,0.2,8768,8369,1902,0.033,4918,5340,26.5,0.195,12828,8793,1752,0.052,2161,1817,31.5,0.185,16101,5404,7857,0.044,1694,2188,30.0,0.21,19721,8587,1368,0.05,9988,1639,30.0,0.195,23443,8502,2800,0.038,8490,7441,26.5,0.205,27097,8526,1602,0.049,7891,4082,23.0,0.165,30487,7484,5221,0.056,8428,699,23.0,0.2,34239,2168,5617,0.038,2472,2438,29.0,0.205,37817,4433,6958,0.045,3744,5533,22.0,0.195,41595,7924,71,0.054,5235,3012,29.5,0.205,45471,422,2974,0.06,3275,1776,23.0,0.17,48666,6125,230,0.056,1614,6859,22.5,0.19,52154,6720,70,0.032,5789,4602,32.0,0.21,55864,5022,7354,0.045,3097,2671,26.5,0.165,59549,3081,1039,0.039,9941,8557,31.5,0.165,62981,3704,218,0.042,5492,1883,26.5,0.16,66807,6334,5135,0.037,2346,9435,22.0,0.17,70416,1301,5371,0.06,1573,9005,30.0,0.2,73909,3793,3265,0.032,6737,5196,22.5,0.205,77606,2856,1232,0.053,877,8492,29.0,0.185,81096,8710,7432,0.053,9347,3501,29.5,0.195,84770,4978,8823,0.041,899,5424,29.0,0.165
87,1835,3261,8832,0.037,257,2085,22.5,0.2,5471,5433,2537,0.058,5874,5620,22.5,0.185,8892,2515,2935,0.042,4241,1353,22.5,0.19,12839,6744,4020,0.056,3535,7297,26.5,0.18,16145,6210,4831,0.05,4025,5362,32.0,0.205,19723,3878,6561,0.043,4183,9296,29.5,0.21,23469,7076,3658,0.048,1038,7690,29.5,0.21,27115,26,5624,0.05,6083,1941,26.5,0.16,30501,2608,2103,0.038,9065,7977,29.5,0.19,34295,4518,2779,0.054,4256,964,31.5,0.18,37863,346,7055,0.036,5998,4757,31.5,0.185,41613,5501,7170,0.037,2139,3060,26.5,0.2,45501,5084,6877,0.033,7267,4779,23.0,0.17,48726,4181,7853,0.052,9775,7834,32.0,0.165,52167,6785,2237,0.051,3738,7601,23.0,0.18,55866,5482,3721,0.06,9485,9945,22.5,0.19,59566,4270,1978,0.054,8018,1031,29.0,0.16,62996,5415,2559,0.045,5823,1618,23.0,0.165,66811,6206,1321,0.047,4514,9256,22.5,0.185,70428,1431,2156,0.045,2794,2597,31.5,0.18,73919,2029,8562,0.048,4750,5535,23.0,0.2,77615,2302,1953,0.032,989,8909,23.0,0.185,81104,5039,1111,0.055,2937,8455,22.5,0.195,84793,882,2785,0.039,1455,2298,29.5,0.19
88,1857,1870,5725,0.04,9963,2999,32.0,0.19,5484,2977,6497,0.041,4755,1293,22.5,0.195,8919,7067,1880,0.041,855,7667,30.0,0.2,12896,125,4733,0.045,4769,3719,22.0,0.165,16172,2135,6159,0.03,8517,8081,32.0,0.2,19867,2429,6034,0.051,8919,4394,31.5,0.2,23477,231,2965,0.057,2362,3873,29.0,0.18,27115,1293,6833,0.051,1245,3258,29.0,0.205,30532,4745,5905,0.032,7597,8717,30.0,0.165,34315,1271,3151,0.042,3765,7457,29.5,0.19,37863,5590,3100,0.036,9746,1015,22.5,0.16,41616,8670,4833,0.048,6318,5900,32.0,0.21,45504,5997,6139,0.031,6815,2596,27.0,0.17,48772,7464,7461,0.059,8584,2923,31.5,0.19,52192,8782,6113,0.043,6397,141,22.5,0.19,55870,4833,1747,0.039,5563,9780,32.0,0.2,59593,1439,5936,0.053,4202,5726,23.0,0.2,63027,1564,5278,0.038,9827,1793,22.5,0.185,66813,8012,7947,0.039,873,6049,27.0,0.2,70436,8576,7838,0.048,5197,6220,30.0,0.21,73930,1034,4151,0.06,7458,36,31.5,0.2,77634,7149,224,0.032,2211,7497,23.0,0.18,81151,5326,3236,0.036,36,2165,32.0,0.16,84807,395,6965,0.046,1344,275,22.0,0.205
89,1876,8039,5616,0.048,6921,9636,30.0,0.185,5510,8873,2648,0.058,5900,7131,26.5,0.18,8930,8698,6886,0.055,2190,5490,27.0,0.185,12916,5025,5575,0.033,3078,4180,29.0,0.16,16182,7809,1091,0.044,8876,736,27.0,0.18,19933,2116,908,0.051,8252,5948,26.5,0.195,23496,2028,2562,0.057,1589,8134,31.5,0.21,27122,8933,1752,0.042,8961,7838,22.0,0.16,30533,6409,4757,0.035,5311,5301,27.0,0.19,34325,1782,3739,0.056,2102,4389,29.0,0.19,37878,364,7636,0.04,228,6184,22.0,0.185,41617,6355,7342,0.053,7739,8822,22.0,0.17,45516,7085,3498,0.037,2548,7698,30.0,0.21,48800,6552,1240,0.031,8300,4345,22.5,0.16,52202,3298,5994,0.049,802,4472,23.0,0.21,55876,4561,8500,0.057,2690,6142,30.0,0.16,59618,7978,4398,0.031,7571,2142,23.0,0.18,63029,81,7001,0.05,7683,8938,22.5,0.205,66904,8730,1148,0.037,9635,8954,29.5,0.165,70543,5192,8512,0.049,2468,2214,32.0,0.185,73958,7616,99,0.041,2903,317,29.0,0.185,77637,5623,1276,0.051,695,738,32.0,0.17,81225,5990,1899,0.037,7003,82,27.0,0.16,84808,443,641,0.039,7595,3145,27.0,0.185
90,1908,2974,5590,0.053,9487,9794,22.5,0.18,5559,505,2606,0.039,8705,4039,26.5,0.195,8941,6847,8695,0.047,6070,1211,31.5,0.16,12916,2740,4748,0.046,79,3492,22.0,0.21,16267,4134,7279,0.037,4277,6805,26.5,0.17,19942,2608,3566,0.042,7889,9920,22.5,0.18,23526,7145,8937,0.059,4634,1066,29.0,0.195,27141,915,753,0.058,9443,9116,29.0,0.195,30590,8008,6523,0.053,3437,4214,22.5,0.17,34368,3239,6460,0.045,1616,3554,22.5,0.205,37898,6298,5950,0.054,4231,5426,27.0,0.17,41664,2277,3992,0.03,2167,5018,31.5,0.16,45583,1830,7092,0.054,7400,6204,29.0,0.195,48804,651,1013,0.038,5393,9871,30.0,0.165,52205,3635,5894,0.045,4725,406,30.0,0.185,55879,8212,7593,0.046,714,7248,30.0,0.21,59657,4347,2397,0.043,5355,9440,29.5,0.185,63036,5757,8642,0.04,6219,8572,26.5,0.19,66917,5194,597,0.044,95,1240,27.0,0.16,70561,3108,551,0.043,3434,1473,22.5,0.16,73963,2857,1215,0.055,216,8892,29.0,0.18,77648,6354,4113,0.057,9199,3528,26.5,0.19,81247,8943,8948,0.052,9744,8317,22.5,0.19,84809,8261,2249,0.042,881,2822,22.5,0.21
91,1922,5664,6844,0.052,1095,4468,22.5,0.19,5571,4576,4614,0.033,3960,1794,31.5,0.19,8943,6429,1466,0.05,6316,5742,22.5,0.21,12931,4885,4081,0.042,1337,2641,23.0,0.19,16270,8305,4953,0.043,7179,262,30.0,0.195,19970,2679,2137,0.037,2221,5847,29.0,0.16,23577,1213,4471,0.047,7287,721,29.5,0.205,27141,1271,7807,0.053,6257,604,32.0,0.16,30630,1009,4172,0.057,1216,3684,31.5,0.19,34409,1128,7441,0.031,4730,1903,29.0,0.165,37923,80,6089,0.04,3305,5215,23.0,0.16,41669,5080,5861,0.048,1399,7995,30.0,0.205,45590,6006,65,0.057,9193,6125,22.0,0.195,48805,4635,2296,0.037,8072,6851,29.5,0.18,52239,419,1898,0.03,2376,4876,27.0,0.19,55880,1807,2216,0.032,8932,9577,31.5,0.16,59733,4501,4852,0.055,1345,8154,26.5,0.205,63043,3563,5387,0.041,7465,8710,30.0,0.165,66947,3789,7902,0.058,3018,5370,29.0,0.21,70598,5427,1494,0.041,7266,4336,23.0,0.165,73991,6529,3495,0.052,730,6002,22.0,0.18,77665,801,2210,0.031,2559,6948,31.5,0.16,81252,7394,1381,0.034,6277,3112,22.0,0.17,84831,5733,4481,0.051,3270,818,30.0,0.165
92,1926,8836,668,0.052,365,5069,23.0,0.195,5585,5801,998,0.05,7541,817,32.0,0.195,8945,5459,2306,0.04,1281,9692,32.0,0.185,12943,3085,8079,0.031,1776,7804,30.0,0.17,16275,522,1641,0.038,3524,8119,31.5,0.21,20042,7137,1543,0.054,3752,9711,29.0,0.165,23582,8912,6193,0.045,7005,8290,32.0,0.205,27156,17,5705,0.053,3524,2407,31.5,0.18,30661,6947,6127,0.052,7677,5237,29.0,0.17,34451,7000,4701,0.05,9902,8225,30.0,0.195,37926,3639,3108,0.046,2010,4328,30.0,0.205,41680,1019,1223,0.042,2663,6481,22.0,0.17,45590,1776,6359,0.056,3060,1094,30.0,0.195,48806,3487,5005,0.049,2292,6626,29.5,0.19,52243,1794,1544,0.056,5817,3788,32.0,0.165,55891,2403,2917,0.053,6902,3892,31.5,0.195,59736,5474,4671,0.047,9864,3898,22.5,0.19,63065,3336,1569,0.042,6153,1533,22.0,0.185,66973,897,2019,0.046,7328,683,22.0,0.19,70623,692,77,0.05,61,500,29.5,0.165,74057,3928,2013,0.059,3694,7433,23.0,0.19,77668,3825,5586,0.041,2161,9893,22.0,0.17,81279,8946,1499,0.045,5900,5207,23.0,0.195,84891,6666,2551,0.032,6779,4892,26.5,0.195
93,1949,173,3349,0.031,285,881,29.0,0.195,5636,64,883,0.033,6201,622,29.0,0.165,8959,6504,5744,0.043,3277,3183,32.0,0.21,12945,7969,5784,0.044,7641,475,31.5,0.165,16294,407,93,0.053,2525,2061,29.5,0.17,20123,4241,4528,0.035,8508,9314,30.0,0.18,23654,8180,7415,0.037,4488,2147,22.0,0.16,27177,6446,126,0.052,4111,763,31.5,0.205,30719,2029,1595,0.032,1052,8134,29.0,0.205,34452,7668,4384,0.04,4281,4942,27.0,0.19,37934,6357,2255,0.059,7294,4183,23.0,0.19,41721,4544,5110,0.038,2749,8099,31.5,0.185,45629,1918,4336,0.049,800,3430,27.0,0.165,48812,8765,7352,0.045,5656,9292,22.0,0.18,52251,235,3106,0.055,9317,1052,29.5,0.17,55924,6967,6896,0.058,3334,4590,30.0,0.19,59822,6099,2877,0.051,3288,2435,30.0,0.185,63087,8212,5235,0.05,1940,9357,31.5,0.195,66996,796,2948,0.042,6947,3594,29.5,0.195,70635,542,7159,0.031,8196,3332,31.5,0.18,74107,7837,6232,0.032,2956,1791,29.0,0.185,77670,1931,3174,0.038,4793,898,29.0,0.205,81288,1930,3098,0.031,3058,400,27.0,0.185,84954,8736,8182,0.034,5563,749,23.0,0.18
94,1957,6162,8926,0.044,701,1585,29.0,0.185,5648,2668,4312,0.04,1995,4150,22.0,0.21,8974,7864,8014,0.045,2021,9675,31.5,0.16,12961,806,5297,0.044,2236,2215,32.0,0.205,16295,4809,8799,0.04,883,9935,27.0,0.205,20140,2510,23,0.044,1463,8595,31.5,0.195,23695,7051,6969,0.034,3567,5042,26.5,0.185,27181,1162,2772,0.042,4576,9982,26.5,0.21,30765,5469,5869,0.059,2681,6698,32.0,0.17,34468,8383,7546,0.052,9793,1111,22.0,0.18,37969,4590,4436,0.038,6802,4338,31.5,0.165,41724,2972,7487,0.03,6155,8161,31.5,0.17,45675,681,4039,0.04,9558,2225,26.5,0.21,48831,3578,1671,0.037,8949,8506,31.5,0.195,52261,8174,2099,0.055,7225,7345,31.5,0.16,55997,5570,8296,0.044,9813,1180,26.5,0.19,59822,4228,690,0.051,6188,6651,22.0,0.165,63102,4726,7332,0.041,8479,1371,29.5,0.205,67011,7149,1896,0.044,6755,5448,31.5,0.21,70645,4420,5675,0.052,4305,2478,30.0,0.205,74115,3825,8401,0.038,4472,20,22.5,0.17,77673,5033,71,0.038,5928,356,29.5,0.185,81347,7840,6251,0.059,7532,4273,27.0,0.2,84974,3190,2321,0.043,1738,461,27.0,0.165
95,2013,8688,7220,0.056,3169,3505,26.5,0.2,5655,6333,8436,0.058,2187,3950,32.0,0.195,8994,1278,8270,0.053,2079,6451,29.5,0.17,12972,7694,4940,0.043,1020,1147,22.0,0.185,16332,2060,1438,0.036,3383,6395,22.0,0.205,20159,775,1303,0.057,2268,231,23.0,0.2,23717,6980,6494,0.034,343,2468,27.0,0.2,27208,674,8446,0.049,2695,9049,27.0,0.21,30816,3002,1798,0.055,6172,3922,26.5,0.2,34476,5440,263,0.056,1461,7923,22.5,0.205,37971,8448,3526,0.03,67,4533,26.5,0.185,41756,7038,2432,0.043,8866,9027,23.0,0.18,45724,593,5799,0.058,1372,3709,27.0,0.21,48836,4428,5275,0.052,3974,9900,29.5,0.19,52277,380,2167,0.031,2465,3553,27.0,0.2,56049,8623,4734,0.047,6360,4999,27.0,0.2,59833,6171,4342,0.038,4735,1849,22.0,0.16,63135,8976,6168,0.049,4873,6239,29.0,0.17,67031,2764,4037,0.054,2112,4254,23.0,0.16,70653,6286,7215,0.041,1214,3514,22.5,0.21,74136,6231,2189,0.057,2313,8097,29.0,0.195,77715,8316,4525,0.057,784,6100,31.5,0.195,81358,6527,92,0.039,4098,5836,22.5,0.195,84996,7440,5825,0.04,8663,7300,23.0,0.21
96,2022,3811,5656,0.045,9199,234,30.0,0.165,5684,7055,4606,0.031,7436,2640,22.0,0.205,9086,7268,2150,0.035,9028,6916,29.0,0.185,12982,6660,7862,0.037,8555,412,26.5,0.19,16336,4613,285,0.043,1763,1814,22.5,0.2,20196,1832,6071,0.048,3369,76,31.5,0.17,23722,1797,2119,0.059,9262,5335,32.0,0.19,27228,4356,4920,0.052,9069,1172,23.0,0.17,30901,6621,2980,0.039,8297,9331,23.0,0.16,34477,8738,6704,0.055,1044,1917,32.0,0.17,37977,5436,5861,0.044,8931,5615,29.0,0.18,41784,3593,8594,0.042,5406,4780,29.0,0.205,45742,2168,6663,0.046,2418,9394,22.0,0.21,48841,831,645,0.046,441,76,26.5,0.17,52297,5051,1062,0.037,666,9840,27.0,0.2,56067,5363,4547,0.049,9871,9728,32.0,0.16,59856,4559,6612,0.05,7718,2102,29.5,0.205,63149,3541,5214,0.056,2636,7228,31.5,0.18,67054,3401,4132,0.059,9697,9573,32.0,0.18,70656,6871,5294,0.055,4361,8138,31.5,0.185,74155,6016,4825,0.052,7859,7146,27.0,0.21,77758,6711,1458,0.031,1011,3227,23.0,0.2,81374,5667,2857,0.042,365,2814,30.0,0.165,85049,831,3214,0.048,1164,2100,23.0,0.2
97,2104,7587,4526,0.052,6158,7687,29.5,0.205,5690,4977,6759,0.044,2352,933,22.0,0.17,9088,4953,4293,0.054,4548,1206,29.5,0.16,13000,2415,891,0.055,2435,4352,29.5,0.185,16340,2932,5338,0.057,2044,4996,26.5,0.19,20240,3037,4783,0.059,1207,8164,22.0,0.2,23735,4076,2695,0.059,9262,5821,23.0,0.185,27246,4906,7105,0.041,7431,8853,29.0,0.16,30931,7170,8751,0.052,8548,6345,26.5,0.21,34486,1543,4253,0.037,2836,8181,29.0,0.18,37992,4275,6746,0.04,4993,1001,31.5,0.18,41813,78,1310,0.037,4348,6158,31.5,0.17,45745,2966,8889,0.055,1752,4191,22.5,0.19,48845,6766,1044,0.043,7646,606,27.0,0.17,52340,5168,3709,0.051,8324,1032,22.5,0.195,56081,2461,7541,0.04,5135,1576,32.0,0.195,59891,6034,8097,0.033,3030,5171,32.0,0.2,63161,826,48,0.041,156,4349,23.0,0.21,67098,5005,134,0.05,4852,7562,27.0,0.16,70694,467,2656,0.048,1942,7574,26.5,0.21,74229,3942,3198,0.038,6134,4857,22.0,0.21,77775,3057,6147,0.052,1823,6409,31.5,0.17,81378,2932,8802,0.041,3332,5922,30.0,0.185,85077,2065,3257,0.035,8605,8894,30.0,0.16
98,2114,5142,6287,0.05,2272,4642,29.5,0.205,5730,5583,5433,0.035,4860,5618,23.0,0.17,9121,4159,211,0.033,8857,3021,32.0,0.195,13006,2739,1201,0.035,1282,2111,22.5,0.165,16375,5043,8572,0.046,5729,5615,26.5,0.16,20248,180,4264,0.058,9813,6290,26.5,0.19,23753,8555,5194,0.049,2699,9389,29.0,0.17,27254,5259,329,0.037,181,8397,26.5,0.195,30967,5902,2075,0.055,4123,7363,30.0,0.17,34510,5223,5427,0.045,9565,9571,29.0,0.19,38093,5777,2492,0.036,4233,4085,31.5,0.19,41825,4912,5208,0.035,7624,2724,27.0,0.17,45775,8092,7875,0.038,3697,7812,32.0,0.17,48857,4453,1873,0.031,9535,5915,32.0,0.18,52346,8345,1170,0.055,9516,6583,26.5,0.205,56104,835,8466,0.053,520,3773,30.0,0.2,59906,3547,7589,0.051,9157,1885,29.0,0.21,63175,7026,7080,0.03,5555,421,32.0,0.185,67101,6188,4575,0.037,4006,5742,22.0,0.18,70713,5962,6184,0.054,8049,3289,26.5,0.18,74250,7612,641,0.033,4846,8893,29.0,0.185,77791,2749,148,0.048,4315,3493,27.0,0.19,81391,2578,720,0.04,7937,1890,31.5,0.19,85087,6440,520,0.052,6805,8824,29.0,0.18
99,2123,8951,7498,0.05,2060,7299,30.0,0.205,5734,2525,3279,0.04,9460,3489,29.0,0.165,9121,3129,8601,0.037,5224,3003,30.0,0.16,13040,7624,4512,0.057,3828,5978,29.5,0.195,16388,3112,7320,0.041,572,6701,30.0,0.205,20266,1974,5471,0.032,7682,3885,30.0,0.195,23783,68,1761,0.044,6609,4382,22.0,0.19,27306,7696,4333,0.058,2506,8560,31.5,0.18,31050,284,8632,0.044,1362,7527,27.0,0.16,34533,5773,6931,0.038,9835,7489,27.0,0.19,38099,6355,6932,0.047,1852,6552,29.0,0.195,41826,4289,3975,0.054,7966,9268,27.0,0.205,45787,3735,4788,0.044,9092,647,27.0,0.165,48872,5189,3085,0.043,4830,5865,27.0,0.19,52366,1815,2723,0.05,6586,912,22.0,0.21,56118,7004,8548,0.05,6398,6193,32.0,0.19,59915,6018,7931,0.051,2528,8569,30.0,0.17,63177,1167,2567,0.037,1868,4270,23.0,0.16,67130,988,6682,0.032,4415,7265,26.5,0.195,70724,7088,5819,0.036,5754,5656,27.0,0.21,74281,1537,2658,0.033,1635,4296,31.5,0.165,77801,7284,7109,0.055,7951,684,32.0,0.21,81411,1187,3347,0.038,9617,3975,31.5,0.165,85098,8884,1367,0.043,489,1567,23.0,0.2
100,2139,7884,565,0.043,5892,2058,31.5,0.17,5764,5932,2656,0.055,4645,4502,29.5,0.165,9166,8630,2880,0.036,3438,9330,23.0,0.19,13043,685,898,0.045,10000,7043,29.0,0.165,16389,7931,2078,0.05,5071,2629,29.0,0.2,20431,8947,7494,0.049,8893,6886,31.5,0.19,23784,8514,3897,0.041,5434,6957,26.5,0.17,27315,2655,2105,0.046,798,5803,29.5,0.21,31101,1491,8134,0.046,3362,5380,22.5,0.18,34547,8440,2540,0.058,1187,1090,29.5,0.205,38111,3913,60,0.045,6387,3950,32.0,0.2,41852,8650,3360,0.036,9613,3615,30.0,0.195,45795,922,4172,0.056,7232,3351,32.0,0.195,48900,1090,395,0.042,5714,78,27.0,0.16,52377,8851,3317,0.038,234,2555,29.5,0.185,56175,2000,5531,0.053,2857,1819,27.0,0.19,59922,7101,3513,0.041,946,6388,22.0,0.17,63200,4408,2404,0.046,1838,3591,31.5,0.185,67132,395,7889,0.033,7950,5076,31.5,0.19,70728,2607,6153,0.059,4222,9150,23.0,0.19,74316,7971,4104,0.038,1160,3126,32.0,0.185,77823,2636,1995,0.044,3056,1580,22.0,0.195,81415,7962,6529,0.038,1399,3418,26.5,0.2,85152,4751,4366,0.041,6561,8234,30.0,0.18
101,2222,4581,3917,0.036,593,3408,22.0,0.17,5778,191,6900,0.046,8696,7005,32.0,0.165,9202,801,7906,0.037,6336,5208,31.5,0.205,13077,5973,7681,0.031,1101,8347,23.0,0.18,16392,3943,5647,0.043,8306,2237,22.0,0.185,20476,6253,3975,0.05,8886,246,29.5,0.18,23813,8271,2228,0.043,6135,4446,29.0,0.195,27326,6243,1534,0.046,3424,4187,31.5,0.205,31217,4390,1840,0.055,7417,9827,29.5,0.195,34644,2884,2146,0.039,1303,7113,26.5,0.19,38143,5673,3586,0.046,2667,4787,23.0,0.16,41944,5639,3703,0.057,4991,5104,22.0,0.19,45803,8546,2470,0.041,9112,3888,29.5,0.17,48949,2134,7104,0.039,5698,2633,31.5,0.165,52403,2332,6922,0.048,7249,367,31.5,0.2,56183,4183,7607,0.03,8228,5879,31.5,0.18,59938,5056,3088,0.032,9830,5139,29.5,0.195,63218,7572,7246,0.049,2519,551,26.5,0.17,67146,6502,1913,0.054,5712,3055,31.5,0.21,70775,809,2133,0.039,143,7292,31.5,0.17,74336,2071,3969,0.059,5895,3935,23.0,0.2,77836,5910,7856,0.031,7775,9689,23.0,0.19,81427,2054,4339,0.055,5300,365,31.5,0.18,85159,561,1675,0.04,3154,82,32.0,0.19
102,2263,6060,4643,0.054,9709,9268,23.0,0.165,5831,3741,5379,0.042,2180,8888,29.5,0.205,9320,4594,5162,0.031,687,3115,22.0,0.2,13078,8915,581,0.06,5738,8773,27.0,0.19,16439,1819,2421,0.036,7671,9901,32.0,0.18,20555,8733,4209,0.049,160,3193,23.0,0.165,23826,4398,8192,0.041,2073,8203,26.5,0.17,27377,5105,4124,0.042,2518,1014,31.5,0.205,31240,3618,8313,0.054,5942,6282,26.5,0.185,34657,3382,8483,0.034,990,1857,23.0,0.195,38203,4155,7819,0.058,5964,4210,30.0,0.18,41950,836,5290,0.053,7321,4584,22.0,0.205,45808,5925,3944,0.043,2375,4372,22.5,0.205,48952,4931,2153,0.044,8494,9876,22.5,0.21,52408,4300,1704,0.046,6552,8609,27.0,0.165,56255,2438,1778,0.053,9474,3264,29.5,0.165,59961,2671,5292,0.031,916,9415,23.0,0.195,63257,6520,6750,0.043,113,9731,23.0,0.205,67189,1757,6438,0.032,1942,1464,22.5,0.17,70776,8844,4724,0.034,6120,3389,23.0,0.18,74344,6235,7363,0.053,9224,8901,22.5,0.21,77845,73,406,0.056,7418,7819,27.0,0.17,81460,4652,8906,0.035,9889,2930,27.0,0.165,85168,4817,7082,0.048,5188,1721,29.0,0.2
103,2269,2369,6489,0.035,825,5675,29.0,0.195,5844,8983,6674,0.039,1213,7820,29.5,0.19,9320,4992,6173,0.05,3228,511,31.5,0.205,13096,1403,2575,0.054,9275,3992,30.0,0.21,16453,5740,5771,0.033,9265,4073,29.5,0.19,20558,7107,4971,0.056,8656,8957,31.5,0.195,23868,3487,7672,0.058,9710,9460,27.0,0.19,27398,3846,6900,0.051,3211,233,26.5,0.205,31246,3815,4235,0.047,5889,4276,23.0,0.2,34668,4053,4604,0.043,6226,6967,32.0,0.165,38212,2463,4699,0.034,5616,7634,29.5,0.205,41956,7518,8682,0.049,4511,3761,29.5,0.165,45832,6835,5452,0.042,4444,7728,27.0,0.2,48959,6094,879,0.046,931,5277,27.0,0.185,52442,7526,2291,0.035,4368,5508,31.5,0.205,56267,5724,1832,0.037,9897,8764,29.0,0.16,59972,3140,5256,0.04,7887,4373,31.5,0.185,63283,3971,7186,0.031,5366,6486,23.0,0.185,67205,2795,2178,0.03,3898,9895,27.0,0.18,70792,3643,21,0.033,7314,4847,30.0,0.205,74377,846,3001,0.043,6591,2074,29.5,0.17,77889,5495,2803,0.042,6131,8577,23.0,0.17,81493,4179,1818,0.048,4394,8587,27.0,0.16,85177,5858,7947,0.038,1503,1987,32.0,0.2
104,2274,8230,559,0.046,7532,1553,31.5,0.17,5849,1450,2150,0.033,7992,6141,31.5,0.16,9330,7677,8695,0.047,1818,4870,32.0,0.19,13110,5845,3221,0.05,7359,1258,29.5,0.185,16616,5980,1043,0.035,5303,7533,29.5,0.195,20584,1160,600,0.038,6475,5586,23.0,0.165,23903,3182,7350,0.049,3962,3745,30.0,0.165,27402,1679,8436,0.06,4172,3013,23.0,0.185,31279,6714,8323,0.045,6693,7508,31.5,0.18,34671,5705,1882,0.045,997,5446,29.5,0.17,38214,2002,5760,0.045,2169,991,29.0,0.16,41964,1481,2390,0.044,7277,7223,32.0,0.185,45843,8681,6824,0.04,7283,3787,32.0,0.185,48978,3625,2413,0.045,6203,4620,22.5,0.165,52462,1136,6869,0.033,2365,7699,29.0,0.165,56272,5638,1641,0.048,2119,8556,22.0,0.165,59985,8720,2915,0.048,3114,8801,23.0,0.16,63326,3515,8194,0.051,1494,8488,31.5,0.16,67225,8944,1811,0.049,9990,8523,22.5,0.17,70826,4643,8739,0.06,6528,6015,30.0,0.21,74397,311,3326,0.037,4112,7420,26.5,0.205,77906,5213,2601,0.047,8712,1152,27.0,0.2,81494,96,1436,0.053,452,6790,29.5,0.2,85197,4982,4094,0.045,1823,5587,29.5,0.21
