index,randomTime0(seconds),randomX0(meters),randomY0(meters),soc0,destX0(meters),destY0(meters),batteryCapacityUser0(kwh),ecrUser0(kwh/km),randomTime1(seconds),randomX1(meters),randomY1(meters),soc1,destX1(meters),destY1(meters),batteryCapacityUser1(kwh),ecrUser1(kwh/km),randomTime2(seconds),randomX2(meters),randomY2(meters),soc2,destX2(meters),destY2(meters),batteryCapacityUser2(kwh),ecrUser2(kwh/km),randomTime3(seconds),randomX3(meters),randomY3(meters),soc3,destX3(meters),destY3(meters),batteryCapacityUser3(kwh),ecrUser3(kwh/km),randomTime4(seconds),randomX4(meters),randomY4(meters),soc4,destX4(meters),destY4(meters),batteryCapacityUser4(kwh),ecrUser4(kwh/km),randomTime5(seconds),randomX5(meters),randomY5(meters),soc5,destX5(meters),destY5(meters),batteryCapacityUser5(kwh),ecrUser5(kwh/km),randomTime6(seconds),randomX6(meters),randomY6(meters),soc6,destX6(meters),destY6(meters),batteryCapacityUser6(kwh),ecrUser6(kwh/km),randomTime7(seconds),randomX7(meters),randomY7(meters),soc7,destX7(meters),destY7(meters),batteryCapacityUser7(kwh),ecrUser7(kwh/km),randomTime8(seconds),randomX8(meters),randomY8(meters),soc8,destX8(meters),destY8(meters),batteryCapacityUser8(kwh),ecrUser8(kwh/km),randomTime9(seconds),randomX9(meters),randomY9(meters),soc9,destX9(meters),destY9(meters),batteryCapacityUser9(kwh),ecrUser9(kwh/km),randomTime10(seconds),randomX10(meters),randomY10(meters),soc10,destX10(meters),destY10(meters),batteryCapacityUser10(kwh),ecrUser10(kwh/km),randomTime11(seconds),randomX11(meters),randomY11(meters),soc11,destX11(meters),destY11(meters),batteryCapacityUser11(kwh),ecrUser11(kwh/km),randomTime12(seconds),randomX12(meters),randomY12(meters),soc12,destX12(meters),destY12(meters),batteryCapacityUser12(kwh),ecrUser12(kwh/km),randomTime13(seconds),randomX13(meters),randomY13(meters),soc13,destX13(meters),destY13(meters),batteryCapacityUser13(kwh),ecrUser13(kwh/km),randomTime14(seconds),randomX14(meters),randomY14(meters),soc14,destX14(meters),destY14(meters),batteryCapacityUser14(kwh),ecrUser14(kwh/km),randomTime15(seconds),randomX15(meters),randomY15(meters),soc15,destX15(meters),destY15(meters),batteryCapacityUser15(kwh),ecrUser15(kwh/km),randomTime16(seconds),randomX16(meters),randomY16(meters),soc16,destX16(meters),destY16(meters),batteryCapacityUser16(kwh),ecrUser16(kwh/km),randomTime17(seconds),randomX17(meters),randomY17(meters),soc17,destX17(meters),destY17(meters),batteryCapacityUser17(kwh),ecrUser17(kwh/km),randomTime18(seconds),randomX18(meters),randomY18(meters),soc18,destX18(meters),destY18(meters),batteryCapacityUser18(kwh),ecrUser18(kwh/km),randomTime19(seconds),randomX19(meters),randomY19(meters),soc19,destX19(meters),destY19(meters),batteryCapacityUser19(kwh),ecrUser19(kwh/km),randomTime20(seconds),randomX20(meters),randomY20(meters),soc20,destX20(meters),destY20(meters),batteryCapacityUser20(kwh),ecrUser20(kwh/km),randomTime21(seconds),randomX21(meters),randomY21(meters),soc21,destX21(meters),destY21(meters),batteryCapacityUser21(kwh),ecrUser21(kwh/km),randomTime22(seconds),randomX22(meters),randomY22(meters),soc22,destX22(meters),destY22(meters),batteryCapacityUser22(kwh),ecrUser22(kwh/km),randomTime23(seconds),randomX23(meters),randomY23(meters),soc23,destX23(meters),destY23(meters),batteryCapacityUser23(kwh),ecrUser23(kwh/km)
86,1849,7563,5206,0.033,6978,3681,32.0,0.17,5371,7798,1575,0.034,9714,3616,22.5,0.195,9154,8761,6305,0.04,4832,8786,22.0,0.19,12663,2410,8691,0.032,9075,6262,30.0,0.16,16322,7399,3684,0.049,823,7091,26.5,0.2,19948,8237,3246,0.05,876,5310,29.0,0.2,23560,2007,2766,0.057,7317,3605,26.5,0.21,27186,6639,2355,0.048,7382,5446,26.5,0.2,30844,1427,8219,0.058,2153,9320,23.0,0.21,34214,767,3910,0.043,2860,7000,22.0,0.195,38103,4634,4368,0.037,2664,4635,26.5,0.165,41585,2991,4034,0.045,6086,439,22.0,0.18,44914,6271,6526,0.038,9146,6051,29.5,0.205,48607,4903,1762,0.05,8855,5431,31.5,0.17,52325,3471,2906,0.054,8516,2080,30.0,0.21,55977,6620,7619,0.045,9925,7311,32.0,0.205,59579,7669,7872,0.031,4095,8958,26.5,0.185,62925,7104,4931,0.048,4737,2580,31.5,0.185,66747,8277,5793,0.049,1696,6289,22.5,0.185,70128,6577,5648,0.048,5043,9722,29.0,0.18,74059,3781,3097,0.049,6273,2798,22.0,0.205,77424,2550,5930,0.037,6235,7300,22.0,0.2,81165,887,6741,0.045,1714,7647,23.0,0.18,84711,2962,1397,0.032,9397,4697,27.0,0.195
87,1855,781,1783,0.032,7932,5043,32.0,0.16,5486,4696,4391,0.033,8037,5814,29.5,0.17,9167,2029,1108,0.057,1657,7342,23.0,0.195,12668,6023,4451,0.046,9936,645,27.0,0.18,16337,2032,473,0.048,129,5987,29.0,0.185,19960,3624,1957,0.037,5940,4942,22.0,0.21,23634,2892,560,0.048,8788,5131,30.0,0.2,27212,6528,2606,0.055,8608,1992,29.0,0.2,30847,6351,1970,0.033,9531,3636,30.0,0.185,34245,3748,1771,0.035,844,1258,31.5,0.185,38132,8034,2509,0.051,7395,9471,29.0,0.18,41610,7335,2353,0.054,5041,6721,23.0,0.21,44953,6394,4531,0.054,6194,7546,29.0,0.16,48638,1000,8039,0.053,3394,3153,22.5,0.195,52338,5130,6843,0.037,3438,6432,30.0,0.18,56010,2697,3209,0.048,1624,8409,31.5,0.19,59579,7969,3993,0.05,134,9511,26.5,0.195,62932,8337,1516,0.032,6794,2960,29.0,0.16,66774,3493,5636,0.03,9887,1113,29.5,0.165,70171,8886,8816,0.056,6745,8560,29.0,0.205,74088,2623,8535,0.04,717,2706,32.0,0.18,77450,5199,1307,0.048,6359,6421,29.5,0.21,81188,2510,1312,0.038,6788,3433,23.0,0.205,84711,6646,7585,0.039,4135,9677,29.0,0.2
88,1860,1155,4133,0.041,9643,3036,29.0,0.17,5506,6120,7883,0.045,9225,9459,27.0,0.205,9170,6632,6145,0.051,1643,9248,29.5,0.205,12668,3682,2886,0.036,9189,7368,29.0,0.165,16365,3075,4530,0.042,1303,4704,22.5,0.2,19978,4283,3507,0.035,9859,5402,31.5,0.185,23635,713,7020,0.047,7769,1023,32.0,0.16,27219,7725,744,0.056,6511,6832,22.5,0.2,30855,4615,3740,0.047,9943,2446,26.5,0.195,34270,1219,6604,0.045,5576,7029,27.0,0.185,38167,5429,525,0.043,7395,3838,26.5,0.19,41632,7846,8671,0.035,2456,6238,29.0,0.21,44991,811,8760,0.041,4436,5585,31.5,0.21,48643,3468,5034,0.056,6646,787,32.0,0.17,52354,3297,6972,0.034,4671,777,22.5,0.16,56018,7057,8027,0.034,5591,3109,27.0,0.19,59594,6138,7308,0.049,916,5117,31.5,0.17,62949,265,5507,0.05,3141,1664,26.5,0.19,66784,1831,517,0.055,8853,5702,22.0,0.21,70190,2121,1813,0.039,3824,5917,29.5,0.19,74117,1678,1031,0.035,8388,1076,26.5,0.17,77471,8925,7592,0.054,3913,4699,22.5,0.19,81191,5100,4350,0.053,5945,5126,30.0,0.21,84746,7423,2362,0.053,4047,2263,27.0,0.185
89,1870,8284,6971,0.051,752,8068,29.5,0.165,5551,8918,4524,0.043,3264,6995,26.5,0.165,9217,6850,8008,0.042,85,7574,27.0,0.2,12679,3440,8702,0.036,9973,4360,30.0,0.17,16379,1337,4304,0.059,3766,5347,26.5,0.17,20006,8305,2312,0.039,3527,2857,27.0,0.17,23636,7589,3335,0.042,7268,8671,32.0,0.19,27230,1968,6851,0.035,8894,5457,23.0,0.205,30905,2185,37,0.045,8196,8691,32.0,0.185,34280,4282,8902,0.055,4584,2942,29.5,0.165,38193,2996,3484,0.044,159,138,27.0,0.2,41639,7272,7209,0.057,4655,4864,32.0,0.17,45025,7295,1753,0.051,5279,3925,29.5,0.21,48643,4119,2776,0.052,2564,4447,22.0,0.16,52374,3912,3001,0.048,8000,8968,22.0,0.16,56054,1203,2228,0.04,8189,2796,29.5,0.2,59612,5887,1269,0.036,4216,7434,32.0,0.185,62973,2851,900,0.037,4005,3993,30.0,0.2,66795,3597,4508,0.058,9965,9341,32.0,0.185,70257,2777,1491,0.058,7025,7027,23.0,0.2,74134,5211,2121,0.03,7120,1081,32.0,0.21,77479,4766,5309,0.059,2883,3830,22.5,0.185,81208,3175,6292,0.038,133,7952,23.0,0.19,84747,3468,2953,0.054,1096,4351,22.5,0.195
90,1958,3133,4847,0.055,8437,7290,30.0,0.185,5551,3103,1879,0.043,5126,680,27.0,0.205,9275,5435,4080,0.057,143,6364,29.0,0.2,12716,4478,7954,0.036,231,7665,26.5,0.19,16388,7897,169,0.045,6292,54,29.0,0.2,20016,7254,2282,0.047,4386,8116,22.5,0.19,23644,4470,3499,0.054,5774,4356,31.5,0.185,27254,719,1266,0.03,690,5558,22.5,0.19,30909,2086,4148,0.043,5937,1414,32.0,0.2,34286,7807,1604,0.056,975,2607,22.5,0.17,38236,998,8075,0.041,8105,6703,30.0,0.16,41640,3391,732,0.058,5522,5878,29.0,0.18,45036,5670,3838,0.04,2814,2905,31.5,0.195,48660,1879,5790,0.045,6772,7200,26.5,0.185,52397,1395,5475,0.053,84,7981,29.0,0.165,56093,673,7703,0.042,8476,7247,26.5,0.205,59643,4575,3404,0.039,4715,227,29.5,0.17,62982,8885,5364,0.04,8434,8889,27.0,0.16,66809,3474,7832,0.044,8744,9511,26.5,0.2,70260,2853,5421,0.058,4207,8574,22.0,0.205,74134,7573,6889,0.036,1383,9525,29.0,0.165,77522,8768,8303,0.031,8965,3858,29.5,0.205,81234,3282,3437,0.06,4239,1266,32.0,0.21,84867,751,2476,0.033,9520,6744,31.5,0.16
91,2001,1360,7357,0.048,9095,7752,31.5,0.21,5551,1190,2410,0.036,2452,5249,26.5,0.18,9347,3666,7153,0.031,154,2652,29.5,0.195,12719,3085,6908,0.046,860,8289,22.0,0.17,16391,6113,5904,0.043,8227,8870,22.5,0.16,20076,3067,4832,0.034,2445,2169,32.0,0.185,23666,6854,3870,0.032,3477,8588,22.5,0.195,27266,8336,4661,0.038,4904,1101,27.0,0.205,30940,4649,8409,0.048,9293,9061,30.0,0.165,34342,1830,767,0.032,6990,759,22.0,0.165,38283,4450,1531,0.039,2858,3931,22.5,0.195,41646,8443,3781,0.034,5225,4854,26.5,0.19,45050,4047,8244,0.056,7487,2408,27.0,0.205,48676,7203,5439,0.046,10000,1518,23.0,0.195,52424,1932,3593,0.048,2643,520,26.5,0.165,56103,5031,5524,0.059,9714,4408,26.5,0.21,59657,236,3191,0.032,5156,9319,23.0,0.2,63016,8118,6244,0.054,5860,9109,30.0,0.205,66813,530,2344,0.042,8424,7779,27.0,0.19,70271,3196,6988,0.059,4555,1298,29.0,0.2,74147,5996,8609,0.03,920,6731,26.5,0.195,77556,5140,7726,0.031,5959,9363,32.0,0.205,81252,1518,616,0.036,610,7320,32.0,0.195,84875,7246,1925,0.037,1133,2315,26.5,0.165
92,2078,536,4800,0.049,8867,6859,29.5,0.16,5558,7029,4647,0.035,5434,3424,26.5,0.19,9353,3240,7282,0.046,5562,1459,31.5,0.165,12788,7941,3903,0.056,2793,8797,22.5,0.17,16416,6069,4636,0.055,2774,3052,22.0,0.18,20078,7120,8152,0.032,9137,98,29.5,0.185,23671,7901,439,0.037,9813,7954,22.0,0.165,27271,6814,1232,0.052,727,4665,30.0,0.195,30963,3761,7265,0.06,9434,1020,32.0,0.19,34347,458,7239,0.047,6561,4770,32.0,0.21,38310,1187,6522,0.049,9323,1178,30.0,0.21,41647,5290,3022,0.033,7168,2415,32.0,0.16,45058,7881,4383,0.031,3416,2965,32.0,0.17,48700,2404,8716,0.057,6402,6219,30.0,0.165,52426,6592,1472,0.052,6056,9350,31.5,0.195,56119,2553,2837,0.053,6161,1936,26.5,0.21,59665,5907,233,0.032,4725,5768,22.5,0.17,63017,6539,904,0.059,5474,9754,31.5,0.16,66818,8227,4556,0.058,2040,5444,26.5,0.18,70328,1868,3874,0.034,9220,5728,27.0,0.195,74158,3203,4897,0.031,3779,7361,30.0,0.205,77564,1223,855,0.041,781,1918,29.0,0.205,81272,6816,3006,0.045,7338,4414,27.0,0.21,84895,8687,478,0.041,8442,3532,32.0,0.195
93,2124,8673,3849,0.042,7245,2427,26.5,0.205,5605,4507,4782,0.054,31,4181,30.0,0.19,9410,1164,3724,0.036,4733,6357,29.0,0.165,12808,5286,2729,0.052,5329,590,22.5,0.195,16428,7883,5777,0.045,2561,8018,30.0,0.195,20108,3781,5518,0.037,5767,8640,31.5,0.185,23694,8994,6883,0.043,2966,415,31.5,0.19,27283,1333,5070,0.055,7361,8299,30.0,0.205,31026,2768,2762,0.056,8797,8029,27.0,0.21,34349,1749,618,0.032,4540,8691,27.0,0.185,38336,1043,7953,0.055,3460,8305,29.5,0.16,41680,2885,341,0.042,238,1727,23.0,0.205,45186,6993,4357,0.035,2606,3307,29.5,0.21,48784,8007,1087,0.032,4134,1610,22.5,0.16,52428,177,7109,0.045,7218,832,27.0,0.18,56135,8555,6445,0.045,6709,3145,22.5,0.2,59694,7639,2601,0.041,6048,3337,27.0,0.195,63044,699,5024,0.042,6075,1008,23.0,0.17,66823,8958,4571,0.056,6622,7212,32.0,0.2,70356,5415,6051,0.036,4537,4246,30.0,0.21,74186,5711,5773,0.035,2567,4065,30.0,0.205,77586,6552,3413,0.031,7833,5911,32.0,0.195,81273,5739,3740,0.035,1935,6844,32.0,0.185,84903,4053,7008,0.03,4158,6403,29.5,0.195
94,2149,6100,679,0.035,6713,5716,23.0,0.17,5617,4239,6270,0.058,7371,6751,27.0,0.17,9418,725,6127,0.037,318,5162,30.0,0.19,12957,3756,4005,0.052,9990,4448,29.5,0.185,16449,3814,6313,0.037,432,6206,22.5,0.185,20167,4436,430,0.042,8216,741,29.5,0.185,23771,6779,2833,0.051,600,1743,31.5,0.21,27299,7603,1880,0.048,6686,132,31.5,0.21,31048,5204,8375,0.058,2431,5657,29.5,0.205,34375,2908,6509,0.051,9947,5393,31.5,0.205,38339,7000,4632,0.049,3403,4936,22.0,0.18,41683,5194,7847,0.06,4263,5130,27.0,0.165,45188,6851,8120,0.032,3298,817,27.0,0.2,48813,1034,4928,0.047,5628,3926,32.0,0.19,52433,8118,8324,0.038,8891,35,32.0,0.21,56142,520,7680,0.057,9546,5461,31.5,0.205,59701,6948,1080,0.049,7594,3352,22.0,0.17,63075,4280,914,0.052,5368,9780,29.5,0.17,66838,5231,2527,0.032,8162,8469,27.0,0.205,70358,8343,1840,0.035,2331,7683,32.0,0.195,74189,6347,4292,0.038,8436,3114,22.5,0.165,77608,2184,8696,0.039,5074,8070,32.0,0.185,81295,1779,6498,0.054,8396,7188,27.0,0.21,84940,5797,7469,0.033,2327,5655,23.0,0.17
95,2164,7695,1346,0.035,5242,5313,32.0,0.205,5641,1909,4092,0.048,5599,1041,29.5,0.205,9426,2110,6946,0.054,2914,8493,22.5,0.17,12977,4647,6270,0.05,4832,6910,31.5,0.16,16497,4613,7364,0.03,9435,8237,31.5,0.16,20174,8263,8190,0.043,4569,7734,29.0,0.21,23797,6389,2042,0.049,3486,4795,23.0,0.19,27385,1457,4778,0.037,6438,988,30.0,0.165,31075,1421,7551,0.052,8235,5576,29.5,0.17,34432,1804,1008,0.032,9423,5984,29.5,0.17,38347,4089,5995,0.056,4594,2011,29.0,0.2,41729,585,4424,0.053,2757,8949,29.5,0.19,45194,7221,2108,0.057,4587,3295,29.0,0.205,48851,2910,4561,0.052,1409,6487,26.5,0.16,52435,2716,5117,0.037,7188,4059,30.0,0.19,56184,920,749,0.03,6231,996,29.5,0.17,59716,2953,1067,0.046,4150,3467,23.0,0.17,63137,7524,5736,0.047,1427,286,31.5,0.165,66854,4437,473,0.052,8127,582,22.5,0.18,70363,7003,3273,0.034,6946,7292,22.0,0.2,74192,18,7564,0.039,8773,2733,29.0,0.18,77642,8961,7644,0.058,3836,9657,27.0,0.205,81317,1282,3910,0.054,274,4373,29.0,0.195,85003,1514,4922,0.058,5801,9415,32.0,0.195
96,2171,2464,2237,0.046,4199,5240,30.0,0.2,5661,346,899,0.059,4560,9993,29.5,0.185,9435,8910,497,0.042,5801,6939,31.5,0.21,12988,1321,7599,0.033,715,9228,22.0,0.18,16550,4117,2470,0.036,9506,5189,31.5,0.2,20186,7201,4527,0.031,8230,2319,30.0,0.195,23835,2532,8316,0.048,3430,9808,30.0,0.18,27391,7713,6128,0.051,7262,1293,23.0,0.16,31076,5860,1499,0.036,703,51,26.5,0.185,34441,4300,2900,0.047,3743,1947,29.0,0.205,38347,4768,2895,0.034,3655,6892,32.0,0.17,41734,4258,3315,0.059,9269,2843,22.5,0.21,45217,8526,3344,0.056,8547,5323,23.0,0.18,48851,7567,777,0.039,3148,7929,23.0,0.16,52440,5206,1922,0.045,5034,6843,22.5,0.2,56198,1521,1028,0.035,1729,6815,31.5,0.21,59738,8736,3488,0.058,4520,2545,29.5,0.205,63146,8480,4909,0.036,8142,5313,29.5,0.2,66854,6057,3079,0.04,7250,9338,29.0,0.17,70365,1916,1535,0.031,3837,1712,30.0,0.16,74231,6500,5210,0.057,5388,5458,30.0,0.205,77694,268,4950,0.05,4609,8873,32.0,0.17,81351,8382,8652,0.046,3250,2056,32.0,0.19,85030,2204,7901,0.044,4773,3929,29.5,0.165
97,2174,6774,1665,0.039,9057,336,22.5,0.2,5721,1875,717,0.056,5835,8107,26.5,0.205,9458,3602,6587,0.032,6083,934,27.0,0.17,13035,3715,7550,0.037,1389,3449,30.0,0.205,16557,5817,151,0.032,8006,2683,31.5,0.17,20198,7023,6040,0.041,765,2312,32.0,0.2,23851,3235,8931,0.036,4145,9926,29.0,0.165,27394,586,4882,0.058,9542,5088,27.0,0.205,31099,2654,5559,0.031,5850,2629,30.0,0.205,34474,6145,825,0.043,1807,6463,22.5,0.16,38375,8173,6122,0.055,1177,3611,22.5,0.18,41750,6614,8948,0.055,6327,2953,29.0,0.17,45229,6781,7497,0.041,8217,6954,32.0,0.16,48852,4980,4353,0.037,7831,4852,31.5,0.16,52504,8146,7937,0.039,556,165,23.0,0.2,56233,5070,5972,0.043,4168,9399,32.0,0.19,59739,4213,1456,0.043,6990,3973,27.0,0.2,63149,6907,4691,0.035,5315,9343,29.5,0.19,66902,2833,4676,0.053,9256,9586,22.0,0.19,70379,7303,7110,0.039,3925,9772,30.0,0.2,74243,7635,4506,0.048,6920,1547,30.0,0.165,77702,4594,7435,0.039,8368,2389,22.5,0.165,81356,2284,6403,0.037,6873,1171,29.0,0.195,85048,825,3447,0.054,5123,8454,22.5,0.185
98,2270,398,8836,0.033,5776,9471,22.5,0.165,5729,2435,5731,0.038,1890,2725,22.0,0.16,9459,5521,5846,0.045,531,3741,27.0,0.165,13043,6870,3479,0.034,177,5958,29.0,0.16,16562,4372,5925,0.051,9516,9783,32.0,0.16,20249,4948,5939,0.048,859,2080,22.5,0.16,23872,487,5143,0.059,7749,6996,29.5,0.165,27402,2324,7932,0.044,4461,7743,31.5,0.16,31117,7712,7397,0.045,3229,5144,29.0,0.19,34496,6738,4373,0.056,3223,3325,31.5,0.21,38381,5672,5600,0.035,793,3021,22.5,0.165,41751,3012,8231,0.048,6027,4324,22.5,0.205,45240,5771,1812,0.048,1053,1818,32.0,0.21,48869,3069,541,0.055,4996,973,22.5,0.195,52510,8886,1475,0.047,1612,9198,22.0,0.18,56238,5947,2692,0.035,1605,6813,30.0,0.195,59764,8398,6246,0.053,3608,9551,26.5,0.205,63164,7994,1876,0.058,9855,3425,29.5,0.185,66950,7513,1604,0.057,3011,876,22.0,0.205,70454,1728,2081,0.033,5425,3497,29.0,0.16,74254,1420,142,0.059,8336,4746,30.0,0.16,77715,6798,25,0.04,3460,1504,32.0,0.19,81406,3043,2935,0.054,9981,7088,27.0,0.195,85077,7327,5888,0.056,5386,3946,26.5,0.18
99,2348,879,7884,0.044,8039,3256,23.0,0.16,5745,1090,6858,0.041,2040,182,27.0,0.21,9464,8917,8879,0.049,8909,7145,22.0,0.16,13046,249,760,0.052,7441,7373,29.0,0.17,16573,6621,5842,0.04,1852,2274,29.5,0.16,20263,4543,8271,0.053,9989,408,23.0,0.21,23964,7212,892,0.033,757,1627,27.0,0.16,27410,128,7032,0.03,4748,5290,31.5,0.16,31136,4801,449,0.047,9350,9776,22.0,0.17,34522,7003,350,0.05,1063,6023,26.5,0.17,38423,7764,5426,0.057,7321,2903,29.0,0.2,41763,1663,1474,0.032,4041,5170,27.0,0.21,45256,6606,6609,0.044,4385,573,22.0,0.17,48893,6743,6027,0.048,1730,6878,23.0,0.16,52526,5995,8055,0.052,127,8109,22.0,0.205,56250,8506,6126,0.055,1044,5183,22.0,0.185,59812,7770,6134,0.052,8094,9106,22.0,0.195,63168,6638,5749,0.048,7490,5985,27.0,0.195,66966,360,6430,0.047,2975,4497,23.0,0.21,70463,957,5570,0.033,1391,1536,32.0,0.2,74262,1546,7822,0.044,5482,1703,22.5,0.185,77757,4524,7775,0.038,7464,8064,29.5,0.185,81423,5177,5057,0.057,3615,7276,22.0,0.165,85094,7892,436,0.057,6996,9874,22.5,0.18
100,2353,7565,4255,0.054,296,2844,22.5,0.205,5776,4776,8012,0.052,3780,7364,32.0,0.165,9470,8812,4428,0.05,1662,6030,29.0,0.185,13047,4725,1259,0.038,2138,4047,26.5,0.165,16574,8220,2473,0.04,6359,3570,29.5,0.21,20285,8311,1484,0.036,2307,3826,29.0,0.16,23998,3052,2931,0.05,8669,5187,29.5,0.165,27419,4429,2796,0.038,2917,8939,29.5,0.19,31140,7178,1675,0.038,2803,4341,32.0,0.165,34523,8811,4894,0.049,363,1315,30.0,0.205,38512,4485,1112,0.042,8820,613,29.0,0.16,41812,6004,6130,0.046,3847,9119,30.0,0.205,45261,186,133,0.05,4896,7468,29.5,0.21,48902,8646,8744,0.036,6415,7397,22.0,0.16,52559,3749,4836,0.037,2542,6130,31.5,0.16,56252,89,673,0.036,5705,150,26.5,0.205,59818,2544,6085,0.034,9232,2073,27.0,0.205,63186,4782,4469,0.052,8200,547,29.5,0.2,66975,1522,5707,0.041,9390,3440,29.5,0.18,70493,6160,3801,0.037,2443,7779,30.0,0.195,74267,8159,5947,0.055,2183,271,26.5,0.195,77835,7647,4968,0.046,3040,8525,32.0,0.185,81440,8496,5898,0.045,4377,8667,26.5,0.185,85138,3478,4364,0.042,8762,8886,31.5,0.18
101,2366,6370,4807,0.033,6009,9479,29.0,0.17,5793,2240,8199,0.032,8095,1435,23.0,0.205,9482,8477,5995,0.058,7595,7862,29.0,0.18,13059,805,3504,0.054,2249,5488,32.0,0.19,16591,3178,5389,0.032,687,5272,27.0,0.16,20294,6418,5198,0.043,4223,1363,32.0,0.165,24026,8859,3416,0.033,6699,1716,30.0,0.195,27420,2978,8942,0.056,3369,3674,27.0,0.19,31146,8135,1166,0.037,9422,7180,22.0,0.16,34576,2096,5810,0.059,4435,5805,26.5,0.195,38533,6082,4787,0.046,5032,3351,31.5,0.17,41913,6235,8989,0.043,3505,9554,22.5,0.165,45297,2353,6979,0.031,9145,5448,30.0,0.165,48937,2965,2245,0.037,8306,6923,26.5,0.2,52568,5621,1710,0.057,9356,4995,22.0,0.18,56280,6257,6407,0.043,2819,8340,26.5,0.17,59854,3502,7989,0.03,30,4406,26.5,0.18,63231,4249,165,0.044,2712,4253,23.0,0.21,67005,7238,1308,0.054,4261,4169,32.0,0.165,70511,891,7416,0.037,4335,3815,30.0,0.205,74297,3116,4872,0.047,4810,7163,31.5,0.17,77872,3258,2974,0.053,9558,6944,22.0,0.16,81471,2703,3036,0.058,7999,7854,31.5,0.17,85140,2878,1629,0.045,1755,5135,32.0,0.19
102,2435,8651,6357,0.045,2784,510,26.5,0.21,5808,4109,2499,0.055,7405,6810,23.0,0.18,9486,6404,3615,0.055,7618,6140,31.5,0.185,13091,5724,3596,0.053,3397,6177,29.5,0.17,16604,3280,6533,0.036,7423,2981,32.0,0.18,20312,1500,2322,0.046,887,3660,27.0,0.205,24092,3760,5978,0.059,4004,2168,22.0,0.205,27436,3532,3557,0.046,9352,7422,31.5,0.16,31156,938,5849,0.05,9898,4922,26.5,0.21,34600,3886,6304,0.044,5882,7991,32.0,0.185,38546,7710,1475,0.04,7515,7495,30.0,0.18,41944,7327,1087,0.035,7693,4546,27.0,0.18,45323,6332,6951,0.033,9215,4678,22.0,0.18,48953,345,1001,0.035,4536,1397,22.0,0.19,52569,5764,4012,0.034,8102,557,22.5,0.205,56288,4916,7412,0.045,2610,5880,26.5,0.195,59877,865,5261,0.035,8408,7150,29.0,0.17,63244,4633,733,0.055,1484,2637,23.0,0.16,67055,8627,4291,0.044,5280,2419,23.0,0.185,70524,4406,773,0.05,7328,5247,26.5,0.185,74331,7204,6188,0.045,7177,8826,26.5,0.16,77872,1027,4170,0.042,7353,8131,23.0,0.19,81493,5215,2380,0.048,944,7117,29.5,0.185,85187,6167,3446,0.035,7630,3506,22.5,0.16
103,2452,5267,1973,0.054,3693,5517,23.0,0.195,5840,2490,5412,0.044,8034,2942,31.5,0.165,9493,8003,5187,0.054,1566,9517,32.0,0.195,13113,538,1008,0.045,2899,4866,22.5,0.19,16719,4095,6629,0.054,1780,2316,32.0,0.185,20335,4951,5187,0.044,4426,4815,26.5,0.165,24102,7350,6418,0.036,8501,4742,32.0,0.17,27506,3533,2899,0.056,7071,1614,27.0,0.17,31179,199,7762,0.058,6396,1781,23.0,0.18,34614,6804,4045,0.051,748,7407,32.0,0.195,38550,2644,1632,0.051,4465,2945,32.0,0.21,41959,6733,8212,0.057,4451,3061,22.0,0.205,45343,1323,8253,0.049,8486,1726,27.0,0.195,49012,7929,7834,0.047,9727,80,29.5,0.21,52603,7521,4574,0.032,7016,1374,29.0,0.195,56301,102,2792,0.054,2631,1994,30.0,0.19,59933,3653,7851,0.031,6136,7509,29.0,0.205,63252,7044,1206,0.035,8528,3534,29.0,0.165,67055,87,637,0.034,4414,9338,31.5,0.16,70590,8873,3879,0.044,6486,4175,32.0,0.16,74337,2968,1523,0.051,1867,8261,32.0,0.18,77886,3478,6870,0.053,1462,7239,32.0,0.2,81516,8207,4254,0.035,5964,4737,22.5,0.195,85197,5406,4433,0.034,1846,2205,29.0,0.18
104,2456,6680,4837,0.041,2701,5442,30.0,0.195,5844,6443,6501,0.032,4563,3079,27.0,0.16,9495,1836,7070,0.056,5684,370,31.5,0.18,13145,4600,2221,0.046,3539,6609,32.0,0.21,16788,8230,7153,0.055,3942,1664,22.0,0.185,20360,924,2466,0.042,375,341,23.0,0.18,24105,2444,7961,0.054,1790,7130,23.0,0.185,27534,5598,5970,0.038,4245,663,27.0,0.2,31204,190,6054,0.06,1167,3720,32.0,0.21,34637,3615,7073,0.043,1077,1816,32.0,0.185,38584,5008,3920,0.056,1812,3227,22.5,0.16,42018,8034,156,0.051,8389,646,27.0,0.18,45357,4928,982,0.046,1684,8150,23.0,0.195,49028,8272,955,0.058,7499,5695,26.5,0.165,52604,5219,8823,0.048,3607,6945,26.5,0.205,56320,6972,7406,0.037,1038,2975,26.5,0.17,59978,5830,8558,0.048,3325,4811,30.0,0.185,63262,3885,3947,0.055,4813,6257,22.5,0.185,67068,6096,8938,0.054,9388,2983,29.5,0.17,70597,6308,8073,0.056,2075,6977,30.0,0.205,74381,5906,5971,0.036,8541,8993,27.0,0.18,77892,1280,1667,0.032,8033,3679,27.0,0.17,81529,1555,299,0.059,3345,376,22.0,0.185,85199,5882,6604,0.036,5828,7583,22.0,0.16
